Time 0-WAE-0 0-WAE-1 0-WAE-2 0-WAE-3 0-WAE-4 0-WAE-5 0-WAE-6 0-WAE-7 0-YPH-0 0-YPH-1 0-YPH-2 0-YPH-3 0-YPH-4 0-YPH-5 0-YPH-6 0-GZS-0 0-GZS-1 0-GZS-2 0-GZS-3 0-GZS-4 0-RDG-0 0-RDG-1 0-RDG-2 0-RDG-3 0-RDG-4 0-DRE-0 0-CHI-0 0-DIA-0 0-GRN-0 0-CAL-0 0-ROT-0 0-PB-0 0-BB-0 0-DL-0 0-DR-0 0-DC-0
2.350000e+02 4.382098e+04 7.175038e+02 5.804260e+02 4.461332e+02 3.318964e+02 2.518259e+02 1.838386e+02 1.337050e+02 5.513723e+02 7.575633e+02 6.549760e+02 5.704341e+02 4.410128e+02 3.471579e+02 2.482142e+02 4.032347e+03 4.277822e+04 2.418971e+03 1.956997e+03 1.452554e+03 5.713708e+01 1.225633e+01 5.898642e+01 6.957857e+00 4.195278e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
2.400000e+02 4.511395e+04 7.280812e+02 5.837641e+02 4.484382e+02 3.334328e+02 2.528386e+02 1.842403e+02 1.339964e+02 5.291543e+02 7.651075e+02 6.602968e+02 5.740291e+02 4.430905e+02 3.489347e+02 2.487038e+02 4.256344e+03 4.325000e+04 2.434221e+03 1.963004e+03 1.455635e+03 5.528926e+01 1.189691e+01 5.920573e+01 6.952147e+00 4.192841e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
2.450000e+02 4.644484e+04 7.388122e+02 5.871338e+02 4.507662e+02 3.349778e+02 2.538565e+02 1.846431e+02 1.342886e+02 5.065006e+02 7.727267e+02 6.656571e+02 5.776439e+02 4.451764e+02 3.507191e+02 2.491941e+02 4.478668e+03 4.372501e+04 2.449511e+03 1.969017e+03 1.458718e+03 5.335770e+01 1.151670e+01 5.942889e+01 6.946766e+00 4.190603e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
2.500000e+02 4.781493e+04 7.496988e+02 5.905345e+02 4.531167e+02 3.365316e+02 2.548796e+02 1.850471e+02 1.345818e+02 4.836444e+02 7.683982e+02 6.710570e+02 5.812786e+02 4.472705e+02 3.525108e+02 2.496852e+02 4.698646e+03 4.420315e+04 2.464838e+03 1.975034e+03 1.461802e+03 5.136582e+01 1.112061e+01 5.965578e+01 6.941696e+00 4.188554e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
2.550000e+02 4.922602e+04 7.607427e+02 5.939640e+02 4.554876e+02 3.380941e+02 2.559078e+02 1.854521e+02 1.348757e+02 4.610930e+02 7.168122e+02 6.764967e+02 5.849330e+02 4.493728e+02 3.543099e+02 2.501771e+02 4.918895e+03 4.468434e+04 2.480200e+03 1.981056e+03 1.464887e+03 4.936722e+01 1.072025e+01 5.988590e+01 6.936873e+00 4.186655e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
2.600000e+02 5.067834e+04 7.719457e+02 5.974207e+02 4.578775e+02 3.396652e+02 2.569411e+02 1.858583e+02 1.351705e+02 4.382450e+02 6.666219e+02 6.819762e+02 5.886072e+02 4.514832e+02 3.561162e+02 2.506697e+02 5.130643e+03 4.516848e+04 2.495593e+03 1.987082e+03 1.467973e+03 4.729740e+01 1.030149e+01 6.011896e+01 6.932257e+00 4.184881e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
2.650000e+02 5.217387e+04 7.833099e+02 6.009042e+02 4.602860e+02 3.411796e+02 2.579795e+02 1.862656e+02 1.354660e+02 4.151377e+02 6.178612e+02 6.874955e+02 5.923009e+02 4.536017e+02 3.579298e+02 2.511630e+02 5.330361e+03 4.565545e+04 2.511014e+03 1.993111e+03 1.471060e+03 4.515970e+01 9.864947e+00 6.034897e+01 6.927153e+00 4.182816e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
2.700000e+02 5.370334e+04 7.948394e+02 6.044240e+02 4.627216e+02 3.426104e+02 2.590231e+02 1.866741e+02 1.357625e+02 3.856096e+02 5.615292e+02 6.930545e+02 5.960140e+02 4.557280e+02 3.597504e+02 2.516570e+02 6.028676e+03 4.614500e+04 2.526455e+03 1.999141e+03 1.474146e+03 4.227766e+01 9.262294e+00 6.057558e+01 6.921527e+00 4.180436e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
2.750000e+02 5.527612e+04 8.065397e+02 6.079920e+02 4.651953e+02 3.440624e+02 2.600723e+02 1.870838e+02 1.360598e+02 3.562808e+02 5.076112e+02 6.986527e+02 5.997461e+02 4.578620e+02 3.615777e+02 2.521518e+02 6.814041e+03 4.663680e+04 2.541909e+03 2.005170e+03 1.477232e+03 3.936603e+01 8.649164e+00 6.081127e+01 6.916784e+00 4.178592e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
2.800000e+02 5.689328e+04 8.184141e+02 6.116082e+02 4.677069e+02 3.455354e+02 2.611271e+02 1.874947e+02 1.363581e+02 3.272962e+02 4.562278e+02 7.042898e+02 6.034968e+02 4.600034e+02 3.634116e+02 2.526472e+02 7.696251e+03 4.713058e+04 2.557366e+03 2.011196e+03 1.480316e+03 3.644142e+01 8.029223e+00 6.105624e+01 6.912922e+00 4.177285e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
2.850000e+02 5.855585e+04 8.304662e+02 6.152719e+02 4.702561e+02 3.470292e+02 2.621875e+02 1.879068e+02 1.366573e+02 2.988030e+02 4.074876e+02 7.099656e+02 6.072658e+02 4.621521e+02 3.652517e+02 2.531432e+02 8.685920e+03 4.762602e+04 2.572818e+03 2.017218e+03 1.483398e+03 3.352120e+01 7.406329e+00 6.131055e+01 6.909926e+00 4.176506e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
2.900000e+02 6.026486e+04 8.426996e+02 6.189824e+02 4.728422e+02 3.485434e+02 2.632536e+02 1.883202e+02 1.369573e+02 2.709492e+02 3.614851e+02 7.156794e+02 6.110526e+02 4.643077e+02 3.670979e+02 2.536398e+02 9.794473e+03 4.812276e+04 2.588256e+03 2.023233e+03 1.486477e+03 3.062340e+01 6.784509e+00 6.157423e+01 6.907773e+00 4.176243e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
2.950000e+02 6.202159e+04 8.551181e+02 6.227388e+02 4.754644e+02 3.500773e+02 2.643125e+02 1.887347e+02 1.372583e+02 2.438763e+02 3.182945e+02 7.214308e+02 6.148567e+02 4.664700e+02 3.689498e+02 2.541369e+02 1.103390e+04 4.862038e+04 2.603668e+03 2.029239e+03 1.489551e+03 2.776596e+01 6.167852e+00 6.184615e+01 6.906311e+00 4.176406e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
3.000000e+02 6.382781e+04 8.676457e+02 6.265401e+02 4.781218e+02 3.516303e+02 2.653295e+02 1.891505e+02 1.375602e+02 2.176899e+02 2.779316e+02 7.272189e+02 6.186775e+02 4.686385e+02 3.708069e+02 2.546346e+02 1.241977e+04 4.911842e+04 2.619043e+03 2.035232e+03 1.492621e+03 2.496327e+01 5.559701e+00 6.212322e+01 6.905169e+00 4.176772e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
3.050000e+02 6.568341e+04 8.802226e+02 6.293543e+02 4.808134e+02 3.532019e+02 2.663583e+02 1.895676e+02 1.378630e+02 1.921067e+02 2.399183e+02 7.330428e+02 6.225140e+02 4.708129e+02 3.726688e+02 2.551327e+02 1.397299e+04 4.961630e+04 2.634364e+03 2.041210e+03 1.495683e+03 2.218512e+01 4.953497e+00 6.227215e+01 6.889573e+00 4.168403e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
3.100000e+02 6.758925e+04 8.929589e+02 6.314262e+02 4.833945e+02 3.547913e+02 2.673985e+02 1.899858e+02 1.381668e+02 1.675217e+02 2.046410e+02 7.389014e+02 6.263655e+02 4.729927e+02 3.745349e+02 2.556312e+02 1.570296e+04 5.011340e+04 2.649615e+03 2.047167e+03 1.498738e+03 1.947944e+01 4.360072e+00 6.231211e+01 6.861811e+00 4.152681e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
3.150000e+02 6.954610e+04 9.058534e+02 6.334158e+02 4.846678e+02 3.563979e+02 2.684495e+02 1.904053e+02 1.384714e+02 1.441222e+02 1.721990e+02 7.447932e+02 6.302307e+02 4.751771e+02 3.764047e+02 2.561300e+02 1.762524e+04 5.060897e+04 2.664776e+03 2.053101e+03 1.501783e+03 1.687114e+01 3.785234e+00 6.221664e+01 6.819129e+00 4.127933e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
3.200000e+02 7.155508e+04 9.189040e+02 6.353212e+02 4.858886e+02 3.571943e+02 2.695109e+02 1.908169e+02 1.387769e+02 1.222442e+02 1.428501e+02 7.507165e+02 6.341083e+02 4.773656e+02 3.782771e+02 2.566291e+02 1.975199e+04 5.110216e+04 2.679826e+03 2.059004e+03 1.504815e+03 1.440332e+01 3.238935e+00 6.202947e+01 6.766483e+00 4.097155e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
3.250000e+02 7.361621e+04 9.321081e+02 6.371421e+02 4.870578e+02 3.578713e+02 2.703259e+02 1.912308e+02 1.390834e+02 1.021308e+02 1.167166e+02 7.566690e+02 6.379966e+02 4.795571e+02 3.801514e+02 2.571282e+02 2.209516e+04 5.159196e+04 2.694738e+03 2.064871e+03 1.507833e+03 1.210914e+01 2.728982e+00 6.179501e+01 6.708807e+00 4.063335e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
3.300000e+02 7.572978e+04 9.454615e+02 6.388801e+02 4.881772e+02 3.585195e+02 2.707466e+02 1.915307e+02 1.393907e+02 8.384913e+01 9.370585e+01 7.626481e+02 6.418935e+02 4.817506e+02 3.820263e+02 2.576273e+02 2.466621e+04 5.207720e+04 2.709480e+03 2.070694e+03 1.510833e+03 1.000155e+01 2.258686e+00 6.149334e+01 6.643988e+00 4.025192e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
3.350000e+02 7.789570e+04 9.589589e+02 6.405381e+02 4.892496e+02 3.591404e+02 2.711498e+02 1.917083e+02 1.396980e+02 6.751961e+01 7.378281e+01 7.686503e+02 6.457966e+02 4.839448e+02 3.839005e+02 2.581262e+02 2.747220e+04 5.255654e+04 2.724018e+03 2.076464e+03 1.513812e+03 8.100037e+00 1.832833e+00 6.115889e+01 6.575796e+00 3.985009e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
3.400000e+02 8.011388e+04 9.725930e+02 6.421209e+02 4.902786e+02 3.597363e+02 2.715370e+02 1.918773e+02 1.398732e+02 5.316650e+01 5.680434e+01 7.746715e+02 6.497026e+02 4.861379e+02 3.857721e+02 2.586248e+02 3.051649e+04 5.302838e+04 2.738309e+03 2.082169e+03 1.516765e+03 6.412723e+00 1.453672e+00 6.079336e+01 6.504418e+00 3.942902e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
3.450000e+02 8.238334e+04 9.863538e+02 6.436347e+02 4.912683e+02 3.603096e+02 2.719097e+02 1.920384e+02 1.399875e+02 4.078998e+01 4.260607e+01 7.807062e+02 6.536078e+02 4.883281e+02 3.876390e+02 2.591226e+02 3.379656e+04 5.349088e+04 2.752304e+03 2.087797e+03 1.519686e+03 4.944752e+00 1.122769e+00 6.040911e+01 6.431169e+00 3.899671e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
3.500000e+02 8.470233e+04 1.000228e+03 6.450871e+02 4.922236e+02 3.608630e+02 2.722697e+02 1.921925e+02 1.400970e+02 3.034926e+01 3.098785e+01 7.867476e+02 6.575073e+02 4.905126e+02 3.894985e+02 2.596195e+02 3.730197e+04 5.394189e+04 2.765946e+03 2.093331e+03 1.522569e+03 3.696082e+00 8.404968e-01 6.001655e+01 6.357128e+00 3.855972e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
3.550000e+02 8.706831e+04 1.014198e+03 6.464864e+02 4.931495e+02 3.613996e+02 2.726190e+02 1.923405e+02 1.402023e+02 2.176388e+01 2.171952e+01 7.927872e+02 6.613947e+02 4.926882e+02 3.913472e+02 2.601151e+02 4.101187e+04 5.437892e+04 2.779167e+03 2.098752e+03 1.525407e+03 2.661465e+00 6.060135e-01 5.961901e+01 6.282595e+00 3.811992e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
3.600000e+02 8.947745e+04 1.028241e+03 6.478415e+02 4.940512e+02 3.619223e+02 2.729594e+02 1.924834e+02 1.403042e+02 1.492112e+01 1.455207e+01 7.988137e+02 6.652623e+02 4.948508e+02 3.931808e+02 2.606087e+02 4.489235e+04 5.479911e+04 2.791889e+03 2.104037e+03 1.528187e+03 1.831190e+00 4.174188e-01 5.921984e+01 6.207866e+00 3.767913e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
3.645000e+02 9.192411e+04 1.042323e+03 6.491613e+02 4.949338e+02 3.624339e+02 2.732927e+02 1.926222e+02 1.404033e+02 9.675294e+00 9.219978e+00 8.048125e+02 6.690997e+02 4.969950e+02 3.949938e+02 2.610997e+02 4.889391e+04 5.519917e+04 2.804020e+03 2.109154e+03 1.530899e+03 1.190866e+00 2.716943e-01 5.882234e+01 6.133216e+00 3.723906e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
