Time WAE YPH GZS RDG DRE CHI DIA GRN CAL ROT PB BB DL DR DC DIN RelWAE RelYPH RelGZS RelRDG RelDRE RelCHI RelDIA RelGRN RelCAL RelROT RelPB RelBB RelDL RelDR RelDC RelDIN PelDemRatio PiscivPlankRatio DivCount InfEpiRatio BSSslope HabitCover
2.800000e+02 59721.522865 3167.372936 60875.705633 116.617084 4379.948095 2.127490 8.550000 8.550000 245417.966815 26299.206866 8.550000 136.140998 909.848040 1885.521749 0.000000 303681.617391 30.778304 1.388882 10.062822 3.401575 0.812553 0.017805 0.000176 0.000219 0.703244 0.784964 0.025000 1.000000 2.660374 1.000000 0.000000 2.537023 351.923106 0.322712 10.000000 0.000000 17869.991346 0.000000
2.850000e+02 61405.623905 3104.068960 62385.369439 113.324513 4361.585899 1.788209 8.550000 8.550000 239648.892065 25800.110553 8.550000 137.516222 918.269983 1935.370801 0.000000 307801.630941 31.646229 1.361123 10.312371 3.305535 0.809146 0.014965 0.000176 0.000219 0.686713 0.770067 0.025000 1.000000 2.685000 1.000000 0.000000 2.571442 371.259303 0.322370 10.000000 0.000000 18375.884424 0.000000
2.900000e+02 63136.462333 3044.211796 64015.193825 110.066156 4343.220406 1.480787 8.550000 8.550000 233588.447286 25267.441321 8.550000 138.914854 927.016344 1987.720543 0.000000 312062.997234 32.538240 1.334876 10.581783 3.210492 0.805739 0.012392 0.000176 0.000219 0.669347 0.754168 0.025000 1.000000 2.710574 1.000000 0.000000 2.607043 392.147037 0.322401 10.000000 0.000000 18895.779458 0.000000
2.950000e+02 64915.297861 2988.014959 65776.735127 106.862683 4324.844426 1.205773 8.550000 8.550000 227214.380514 24698.316627 8.550000 140.340825 936.125630 2042.841370 0.000000 316476.905801 33.454987 1.310234 10.872968 3.117051 0.802330 0.010091 0.000176 0.000219 0.651082 0.737181 0.025000 1.000000 2.737209 1.000000 0.000000 2.643917 414.666007 0.322828 10.000000 0.000000 19430.047924 0.000000
3.000000e+02 66743.790749 2935.597886 67685.078054 103.728127 4306.445847 0.963253 8.550000 8.550000 220500.701483 24089.372977 8.550000 141.798466 945.641949 2101.034506 0.000000 321054.928567 34.397326 1.287249 11.188419 3.025620 0.798917 0.008061 0.000176 0.000219 0.631844 0.719006 0.025000 1.000000 2.765035 1.000000 0.000000 2.682163 438.929462 0.323679 10.000000 0.000000 19979.183370 0.000000
3.050000e+02 68620.793840 2886.196278 69760.548800 100.468747 4288.012330 0.752927 8.550000 8.550000 213420.036237 23437.008098 8.550000 143.292593 955.616529 2162.641957 0.000000 325808.841745 35.364665 1.265587 11.531497 2.930548 0.795497 0.006301 0.000176 0.000219 0.611554 0.699535 0.025000 1.000000 2.794200 1.000000 0.000000 2.721878 465.842482 0.325028 10.000000 0.000000 20542.899958 0.000000
3.100000e+02 70547.373340 2840.588455 72011.883422 97.166120 4269.539461 0.574181 8.550000 8.550000 205950.362983 22738.108442 8.550000 144.828619 966.109310 2228.053226 0.000000 330751.604946 36.357554 1.245588 11.903645 2.834214 0.792070 0.004805 0.000176 0.000219 0.590150 0.678674 0.025000 1.000000 2.824881 1.000000 0.000000 2.763171 495.627517 0.326868 10.000000 0.000000 21121.492885 0.000000
3.150000e+02 72523.760480 2799.056991 74453.872520 93.820080 4251.012443 0.425705 8.550000 8.550000 198066.870751 21989.150046 8.550000 146.412667 977.188917 2297.694379 0.000000 335895.156446 37.376112 1.227377 12.307308 2.736615 0.788633 0.003563 0.000176 0.000219 0.567560 0.656320 0.025000 1.000000 2.857278 1.000000 0.000000 2.806142 528.736251 0.329223 12.000000 0.000000 21715.031526 0.000000
3.200000e+02 74551.490823 2762.190857 77097.791434 90.535362 4232.424722 0.305603 8.550000 8.550000 189746.254276 21186.653926 8.550000 148.051693 988.934480 2372.036884 0.000000 341251.731226 38.421131 1.211211 12.744351 2.640804 0.785185 0.002558 0.000176 0.000219 0.543717 0.632367 0.025000 1.000000 2.891621 1.000000 0.000000 2.850892 564.792464 0.332086 12.000000 0.000000 22323.944855 0.000000
3.250000e+02 76631.031304 2730.349696 79954.560854 87.405268 4213.778703 0.285000 8.550000 8.550000 180967.674131 20327.285850 8.550000 149.753623 1001.435070 2451.596097 0.000000 346832.605645 39.492851 1.197249 13.216578 2.549503 0.781726 0.002385 0.000176 0.000219 0.518562 0.606717 0.025000 1.000000 2.928173 1.000000 0.000000 2.897516 603.561782 0.335457 11.000000 0.000000 22948.344888 0.000000
3.300000e+02 78762.487318 2703.500817 83034.417564 84.422760 4195.062080 0.285000 8.550000 8.550000 171714.511538 19408.037055 8.550000 151.527496 1014.793385 2536.934544 0.000000 352645.710371 40.591326 1.185476 13.725682 2.462507 0.778253 0.002385 0.000176 0.000219 0.492047 0.579280 0.025000 1.000000 2.967232 1.000000 0.000000 2.946079 645.227125 0.339333 10.000000 0.000000 23588.265335 0.000000
3.350000e+02 80946.140864 2681.720765 86343.032759 81.652566 4176.271052 0.285000 8.550000 8.550000 161976.182134 18426.420544 8.550000 153.383669 1029.128332 2628.658967 0.000000 358696.053292 41.716701 1.175925 14.272600 2.381703 0.774767 0.002385 0.000176 0.000219 0.464142 0.549981 0.025000 1.000000 3.009147 1.000000 0.000000 2.996625 689.376734 0.343691 10.000000 0.000000 24243.771334 0.000000
3.400000e+02 83181.894701 2664.879690 89882.112972 79.107078 4157.394659 0.285000 8.550000 8.550000 151750.861069 17380.774431 8.550000 155.334028 1044.575654 2727.411445 0.000000 364983.652805 42.868928 1.168540 14.857614 2.307455 0.771265 0.002385 0.000176 0.000219 0.434842 0.518772 0.025000 1.000000 3.054315 1.000000 0.000000 3.049153 735.746125 0.348495 10.000000 0.000000 24914.830017 0.000000
3.450000e+02 85468.840841 2652.799707 93647.227020 76.807470 4138.426616 0.285000 8.550000 8.550000 141048.662762 16270.624843 8.550000 157.392204 1061.290189 2833.857518 0.000000 371502.282167 44.047537 1.163243 15.479991 2.240378 0.767746 0.002385 0.000176 0.000219 0.404174 0.485636 0.025000 1.000000 3.103188 1.000000 0.000000 3.103611 783.972482 0.353691 11.000000 0.000000 25601.162813 0.000000
3.500000e+02 87805.291339 2645.222602 97625.710201 74.766234 4119.359332 0.285000 8.550000 8.550000 129895.636259 15097.156144 8.550000 159.573825 1079.448620 2948.665844 0.000000 378237.397973 45.251658 1.159921 16.137639 2.180838 0.764209 0.002385 0.000176 0.000219 0.372216 0.450611 0.025000 1.000000 3.156283 1.000000 0.000000 3.159878 833.520228 0.359205 11.000000 0.000000 26302.259922 0.000000
3.550000e+02 90188.708346 2641.815842 101794.117025 72.981076 4100.184287 0.285000 8.550000 8.550000 118338.294412 13863.763703 8.550000 161.896767 1099.251223 3072.473462 0.000000 385163.692746 46.479985 1.158427 16.826681 2.128767 0.760652 0.002385 0.000176 0.000219 0.339098 0.413798 0.025000 1.000000 3.214185 1.000000 0.000000 3.217742 883.883972 0.364934 11.000000 0.000000 27017.361162 0.000000
3.600000e+02 92615.253212 2642.189519 106115.574030 71.444228 4080.893834 0.285000 8.550000 8.550000 106448.824271 12576.713951 8.550000 164.381397 1120.923086 3205.834364 0.000000 392242.513052 47.730538 1.158591 17.541023 2.083939 0.757073 0.002385 0.000176 0.000219 0.305029 0.375383 0.025000 1.000000 3.277553 1.000000 0.000000 3.276880 934.494538 0.370743 11.000000 0.000000 27745.318007 0.000000
3.645000e+02 95079.280346 2645.895940 110537.155177 70.142025 4061.481613 0.285000 8.550000 8.550000 94330.498647 11245.869765 8.550000 167.050767 1144.714626 3349.146080 0.000000 399419.163792 49.000408 1.160216 18.271915 2.045955 0.753472 0.002385 0.000176 0.000219 0.270304 0.335660 0.025000 1.000000 3.347119 1.000000 0.000000 3.336835 984.742051 0.376467 11.000000 0.000000 28484.441966 0.000000
