Note rows are prey, columns are predators - all groups printed out as predator and prey for convenience (if not a consumer)
0.000000e+00 WAE 3.025863e+06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0.000000e+00 YPH 2.517298e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0.000000e+00 GZS 1.829812e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0.000000e+00 RDG 2.231491e+06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0.000000e+00 DRE 5.201220e+10 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0.000000e+00 CHI 1.152987e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0.000000e+00 DIA 4.689474e+11 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0.000000e+00 GRN 3.763158e+11 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0.000000e+00 CAL 3.367348e+12 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0.000000e+00 ROT 3.232815e+11 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0.000000e+00 PB 3.300000e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0.000000e+00 BB 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0.000000e+00 DL 1.023000e+11 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0.000000e+00 DR 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0.000000e+00 DC 3.410000e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
5.000000e+00 WAE 3.025863e+06 0.000000e+00 0.000000e+00 0.000000e+00 5.777350e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 5.777350e+01
5.000000e+00 YPH 2.517298e+07 0.000000e+00 0.000000e+00 0.000000e+00 7.776990e+01 5.546880e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 7.782537e+01
5.000000e+00 GZS 1.829812e+07 0.000000e+00 0.000000e+00 0.000000e+00 9.992035e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 9.992035e+01
5.000000e+00 RDG 2.231491e+06 0.000000e+00 0.000000e+00 0.000000e+00 3.917335e+01 3.950768e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 3.921286e+01
5.000000e+00 DRE 5.199688e+10 7.610416e-07 0.000000e+00 0.000000e+00 4.811899e-04 3.873590e-04 0.000000e+00 4.274337e-05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 9.112923e-04
5.000000e+00 CHI 1.152187e+09 3.309142e-09 3.456710e-13 0.000000e+00 3.514010e-02 5.485867e-02 1.053683e-01 3.270227e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.986373e-01
5.000000e+00 DIA 2.941458e+11 1.037634e-09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 4.682434e-03 0.000000e+00 2.629143e-04 0.000000e+00 0.000000e+00 0.000000e+00 6.779710e+01 7.833403e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 7.563545e+01
5.000000e+00 GRN 2.360444e+11 5.189121e-10 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 4.692798e-03 0.000000e+00 2.630791e-04 0.000000e+00 0.000000e+00 0.000000e+00 6.791156e+01 7.846327e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 7.576285e+01
5.000000e+00 CAL 3.572968e+12 7.763685e-09 0.000000e+00 0.000000e+00 5.190403e-04 9.872254e-04 2.956409e-03 3.491540e-05 2.658364e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 7.155954e-03
5.000000e+00 ROT 3.447265e+11 4.667523e-09 0.000000e+00 0.000000e+00 5.214434e-04 9.918014e-04 1.987201e-03 3.507890e-05 2.672148e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 6.207672e-03
5.000000e+00 PB 2.798627e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.348652e-04 0.000000e+00 2.588786e-04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.336970e+02 1.526921e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.489667e+02
5.000000e+00 BB 2.674860e+06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
5.000000e+00 DL 1.111456e+11 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 3.584960e-04 0.000000e+00 3.851442e-04 7.688841e-04 1.590128e-04 0.000000e+00 0.000000e+00 1.091690e+02 1.241494e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.215856e+02
5.000000e+00 DR 3.453169e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 7.764665e-04 0.000000e+00 8.675775e-04 1.290260e-02 1.233885e-03 0.000000e+00 0.000000e+00 2.397776e+02 2.714780e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.669412e+02
5.000000e+00 DC 1.943695e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 4.926876e-04 0.000000e+00 4.751687e-04 2.452185e-04 9.874845e-04 0.000000e+00 0.000000e+00 2.574798e+01 3.025714e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.877589e+01
1.000000e+01 WAE 3.025863e+06 0.000000e+00 0.000000e+00 0.000000e+00 5.797616e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 5.797616e+01
1.000000e+01 YPH 2.517298e+07 0.000000e+00 0.000000e+00 0.000000e+00 7.803909e+01 5.205861e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 7.809114e+01
1.000000e+01 GZS 1.829812e+07 0.000000e+00 0.000000e+00 0.000000e+00 1.028071e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.028071e+02
1.000000e+01 RDG 2.231491e+06 0.000000e+00 0.000000e+00 0.000000e+00 3.923171e+01 3.958081e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 3.927129e+01
1.000000e+01 DRE 5.199688e+10 4.697109e-07 0.000000e+00 0.000000e+00 9.050173e-04 7.360147e-04 0.000000e+00 8.318552e-05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.724218e-03
1.000000e+01 CHI 1.152187e+09 3.296634e-09 3.430677e-13 0.000000e+00 3.662834e-02 5.755430e-02 1.168570e-01 3.532026e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.145716e-01
1.000000e+01 DIA 2.941458e+11 5.189116e-10 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.374887e-03 0.000000e+00 1.318492e-04 0.000000e+00 0.000000e+00 0.000000e+00 3.401395e+01 3.929518e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 3.794598e+01
1.000000e+01 GRN 2.360444e+11 2.595098e-10 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.385595e-03 0.000000e+00 1.319716e-04 0.000000e+00 0.000000e+00 0.000000e+00 3.408739e+01 3.937779e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 3.802769e+01
1.000000e+01 CAL 3.572968e+12 4.823669e-09 0.000000e+00 0.000000e+00 9.404293e-04 1.791530e-03 6.605696e-03 6.695252e-05 2.862331e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.226694e-02
1.000000e+01 ROT 3.447265e+11 2.902724e-09 0.000000e+00 0.000000e+00 9.463352e-04 1.802785e-03 3.985615e-03 6.737630e-05 2.879769e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 9.681880e-03
1.000000e+01 PB 2.798627e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.384689e-04 0.000000e+00 1.711054e-04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 7.498343e+01 8.538002e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 8.352174e+01
1.000000e+01 BB 2.674860e+06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.000000e+01 DL 1.111456e+11 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.983885e-04 0.000000e+00 2.265770e-04 4.206596e-04 3.029725e-04 0.000000e+00 0.000000e+00 5.919891e+01 6.719915e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 6.591998e+01
1.000000e+01 DR 3.453169e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 4.621147e-04 0.000000e+00 5.678845e-04 7.175222e-03 2.645309e-03 0.000000e+00 0.000000e+00 1.341074e+02 1.515287e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.492711e+02
1.000000e+01 DC 1.943695e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.463438e-04 0.000000e+00 2.375843e-04 1.226093e-04 5.337225e-04 0.000000e+00 0.000000e+00 1.287399e+01 1.512857e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.438799e+01
1.500000e+01 WAE 3.025863e+06 0.000000e+00 0.000000e+00 0.000000e+00 5.746222e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 5.746222e+01
1.500000e+01 YPH 2.517298e+07 0.000000e+00 0.000000e+00 0.000000e+00 7.807472e+01 4.643907e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 7.812116e+01
1.500000e+01 GZS 1.829812e+07 0.000000e+00 0.000000e+00 0.000000e+00 1.060597e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.060597e+02
1.500000e+01 RDG 2.231491e+06 0.000000e+00 0.000000e+00 0.000000e+00 3.931812e+01 4.028078e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 3.935840e+01
1.500000e+01 DRE 5.199688e+10 3.361897e-07 0.000000e+00 0.000000e+00 1.722429e-03 1.411772e-03 0.000000e+00 1.620894e-04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 3.296291e-03
1.500000e+01 CHI 1.152187e+09 3.283900e-09 3.404311e-13 0.000000e+00 3.727582e-02 5.875316e-02 1.266990e-01 3.669063e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.263971e-01
1.500000e+01 DIA 2.941458e+11 3.459563e-10 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.625183e-03 0.000000e+00 8.804367e-05 0.000000e+00 0.000000e+00 0.000000e+00 2.272918e+01 2.625589e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.535648e+01
1.500000e+01 GRN 2.360444e+11 1.730160e-10 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.642641e-03 0.000000e+00 8.816076e-05 0.000000e+00 0.000000e+00 0.000000e+00 2.279123e+01 2.632552e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.542551e+01
1.500000e+01 CAL 3.572968e+12 3.433292e-09 0.000000e+00 0.000000e+00 1.764837e-03 3.354549e-03 1.349886e-02 1.291236e-04 2.926292e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.167366e-02
1.500000e+01 ROT 3.447265e+11 2.066619e-09 0.000000e+00 0.000000e+00 1.777187e-03 3.378022e-03 8.231006e-03 1.300307e-04 2.945441e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.646169e-02
1.500000e+01 PB 2.798627e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.266652e-04 0.000000e+00 1.845527e-04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 5.502196e+01 6.251100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 6.127337e+01
1.500000e+01 BB 2.674860e+06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.500000e+01 DL 1.111456e+11 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.374931e-04 0.000000e+00 1.611764e-04 2.830864e-04 5.764027e-04 0.000000e+00 0.000000e+00 3.987954e+01 4.525888e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 4.440659e+01
1.500000e+01 DR 3.453169e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 3.425883e-04 0.000000e+00 4.457954e-04 4.907170e-03 5.394750e-03 0.000000e+00 0.000000e+00 9.186750e+01 1.037547e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.022541e+02
1.500000e+01 DC 1.943695e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.642292e-04 0.000000e+00 1.583896e-04 8.173952e-05 3.558150e-04 0.000000e+00 0.000000e+00 8.582659e+00 1.008571e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 9.591990e+00
2.000000e+01 WAE 3.025863e+06 0.000000e+00 0.000000e+00 0.000000e+00 5.703782e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 5.703782e+01
2.000000e+01 YPH 2.517298e+07 0.000000e+00 0.000000e+00 0.000000e+00 7.801274e+01 4.393758e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 7.805668e+01
2.000000e+01 GZS 1.829812e+07 0.000000e+00 0.000000e+00 0.000000e+00 1.095486e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.095486e+02
2.000000e+01 RDG 2.231491e+06 0.000000e+00 0.000000e+00 0.000000e+00 3.939355e+01 4.116811e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 3.943472e+01
2.000000e+01 DRE 5.199688e+10 2.644446e-07 0.000000e+00 0.000000e+00 2.239482e-03 1.846193e-03 0.000000e+00 2.140097e-04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 4.299685e-03
