Time Box WAE YPH GZS RDG DRE CHI DIA GRN CAL ROT PB BB DL DR DC
3.250000e+02 6 7.663103e+03 2.730350e+02 7.995456e+03 8.740527e+00 0.000000e+00 0.000000e+00 8.550000e-01 8.550000e-01 1.809677e+04 2.032729e+03 8.550000e-01 0.000000e+00 0.000000e+00 0.000000e+00 8.122774e-09
3.250000e+02 7 7.663103e+03 2.730350e+02 7.995456e+03 8.740527e+00 0.000000e+00 0.000000e+00 8.550000e-01 8.550000e-01 1.809677e+04 2.032729e+03 8.550000e-01 0.000000e+00 0.000000e+00 0.000000e+00 8.122774e-09
3.250000e+02 8 7.663103e+03 2.730350e+02 7.995456e+03 8.740527e+00 0.000000e+00 0.000000e+00 8.550000e-01 8.550000e-01 1.809677e+04 2.032729e+03 8.550000e-01 0.000000e+00 0.000000e+00 0.000000e+00 8.122774e-09
3.250000e+02 9 7.663103e+03 2.730350e+02 7.995456e+03 8.740527e+00 0.000000e+00 0.000000e+00 8.550000e-01 8.550000e-01 1.809677e+04 2.032729e+03 8.550000e-01 0.000000e+00 0.000000e+00 0.000000e+00 8.122774e-09
3.250000e+02 10 7.663103e+03 2.730350e+02 7.995456e+03 8.740527e+00 0.000000e+00 0.000000e+00 8.550000e-01 8.550000e-01 1.809677e+04 2.032729e+03 8.550000e-01 0.000000e+00 0.000000e+00 0.000000e+00 8.122774e-09
3.300000e+02 0 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
3.300000e+02 1 7.876249e+03 2.703501e+02 8.303442e+03 8.442276e+00 0.000000e+00 0.000000e+00 8.550000e-01 8.550000e-01 1.717145e+04 1.940804e+03 8.550000e-01 0.000000e+00 0.000000e+00 0.000000e+00 8.122774e-09
3.300000e+02 2 7.876249e+03 2.703501e+02 8.303442e+03 8.442276e+00 0.000000e+00 0.000000e+00 8.550000e-01 8.550000e-01 1.717145e+04 1.940804e+03 8.550000e-01 0.000000e+00 0.000000e+00 0.000000e+00 8.122774e-09
3.300000e+02 3 7.876249e+03 2.703501e+02 8.303442e+03 8.442276e+00 0.000000e+00 0.000000e+00 8.550000e-01 8.550000e-01 1.717145e+04 1.940804e+03 8.550000e-01 0.000000e+00 0.000000e+00 0.000000e+00 8.122774e-09
3.300000e+02 4 7.876249e+03 2.703501e+02 8.303442e+03 8.442276e+00 0.000000e+00 0.000000e+00 8.550000e-01 8.550000e-01 1.717145e+04 1.940804e+03 8.550000e-01 0.000000e+00 0.000000e+00 0.000000e+00 8.122774e-09
